UNIDADE,FONTE,CONDIÇÃO IDENTIFICADA,AÇÃO INDICADA,SETOR RESPONSÁVEL,SITUAÇÃO,ORÇAMENTO,APROVADO?,REALIZADO?,OBSERVAÇÕES
GLOBAL TREE ABM,UNIDADE,CAMINHA EMPILHÁVEL 14 cm x 136 cm x 54 cm	30,130998,COMPRAS,Cancelado,,,,
UNIFICADO ZONA SUL,UNIDADE,CONSERTO DE ESTOFADO DAS CADEIRAS,132502,COMPRAS,Resolvido,"R$ 13.300,00",SIM,SIM,
EXPANSÃO MATRIZ BANGU,UNIDADE,"Estufa tamanho grande, a qual seja possível esquentar plástico e vidro.",132325,COMPRAS,Resolvido,"R$ 3.690,00",SIM,SIM,
QI METROPOLITANO,TI,Standard 48 PoE,129991,COMPRAS,Resolvido,"R$ 4.999,00",SIM,SIM,
MATRIZ BANGU,UNIDADE,"Mesa de totó	2
Mesas plásticas (jogo: 1 mesa + 4 cadeiras)	10 jogos",124976,COMPRAS,Resolvido,"R$ 6.789,00",SIM,SIM,
EXPANSÃO MATRIZ BANGU,UNIDADE,Rampa de acessibilidade	2,132363,COMPRAS,Cancelado,,,,
EXPANSÃO MATRIZ BANGU,UNIDADE,Tapete Capacho com a logomarca do Matriz (tamanho aproximado 200 X 60 cm),132474,COMPRAS,Resolvido,"R$ 368,00",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,"colchão de berço littleflex start d18 sob medida 60cm x 1,20 x 10cm	2",132056,COMPRAS,Cancelado,,,,
UNIFICADO ZONA SUL,MANUTENÇÃO,Kit Suporte 13 x 8 para Persiana Vertical	22 kits,133217,COMPRAS,Resolvido,"R$ 498,77",SIM,SIM,
GLOBAL TREE ABM,UNIDADE,"Fechamento com drywall, com rodapé r não precisa de porta. Apenas abertura de um vão. conforme a diretora Juliana conversou com a Carol arquiteta",133438,COMPRAS,Cancelado,,,,
LEO BETA,MANUTENÇÃO,"Compra de material elétrico para ligar o ar condicionado da copa do funcionários. O ar condicionado já foi instalado a meses mas não tem ligação elétrica, pois tivemos que refazer o quadro elétrico da unidade. Em visita a unidade foi um dos pontos mais sinalizados para atendermos. ",133652,COMPRAS,Resolvido,"R$ 578,63",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,estante para mochilas	2,132014,COMPRAS,Cancelado,,,,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,cadeira de alimentação	8,132032,COMPRAS,Resolvido,"R$ 1.159,10",SIM,SIM,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,piscina de bolas para o Berçário I,132799,COMPRAS,Resolvido,"R$ 941,02",SIM,SIM,
AMERICANO,UNIDADE,Instalação de cameras,,COMPRAS,Em Andamento,"R$ 8.000,00",SIM,SIM,
LEO GAMA,UNIDADE,"execução da quebra da parede entre duas salas, com o objetivo de ampliar a Sala dos Professores",,ARQUITETURA,Cancelado,,NÃO,NÃO,
GLOBAL TREE BOTAFOGO + CUBO,UNIDADE,5 berços novos com colchonete para o berçário I,132071,COMPRAS,Resolvido,"R$ 14.455,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,Conjuntos de cadeiras e mesas	45,135062,COMPRAS,Cancelado,,,,
CUBO BOTAFOGO,UNIDADE,Bebedouro com 1 torneira de água gelada,134845,COMPRAS,Resolvido,"R$ 1.736,36",SIM,SIM,
SARAH DAWSEY TIJUCA,ARQUITETURA,Climatizador industrial de piso (pedestal) com névoa 110v	3,130492,COMPRAS,Resolvido,"R$ 10.578,43",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,Comunicação Visual - Fase 2,135843,COMPRAS,Resolvido,"R$ 48.000,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,Comunicação Visual - Fase 3,135844,COMPRAS,Resolvido,"R$ 28.000,00",SIM,SIM,
QI VALQUEIRE,UNIDADE,Lixeira 15 Litros Com Pedal Cor Branca	35,136215,COMPRAS,Resolvido,"R$ 2.089,50",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,"Gaveteiro com 4 gavetas - 	4
Cadeira giratória preta - 	1
Mesa Secretaria Cinza com 2 Gavetas - 	1",136244,COMPRAS,Resolvido,"R$ 2.534,98",SIM,SIM,
APOGEU ZONA NORTE,UNIDADE,Manutenção no Parque de Madeira,135462,COMPRAS,Cancelado,,,,
QI VALQUEIRE,COMPRAS,Instalação de concertina,136785,COMPRAS,Resolvido,"R$ 2.680,00",SIM,SIM,
INTEGRA,UNIDADE,Container de lixo 1000L Azul	3,136645,COMPRAS,Cancelado,,,,
QI VALQUEIRE,COMPRAS,Instalação de interfone,136783,COMPRAS,Cancelado,,,,
QI VALQUEIRE,COMPRAS,Tela de proteção no muro para a bola não passar p muro vizinho,136788,COMPRAS,Resolvido,"R$ 4.000,00",SIM,SIM,
INTEGRA,COMPRAS,Instalação de Insulfilm,136930,COMPRAS,Resolvido,"R$ 3.915,00",SIM,SIM,
INTEGRA,UNIDADE,Persiana para Banheiro Masculino,136933,COMPRAS,Resolvido,"R$ 650,00",SIM,SIM,
SAP,MANUTENÇÃO,"avaliação técnica, reparo e substituição de revestimentos que estão se soltando na área do parquinho",137542,COMPRAS,Em Andamento,,,,
RAIZ SEDE,TI,Precisamos desse SSD para aumentar a capacidade armazenamento do servidor. ,137978,COMPRAS,Resolvido,"R$ 3.424,89",SIM,SIM,
QI VALQUEIRE,UNIDADE,Enceradeira industrial + escova 110V,137192,COMPRAS,Resolvido,"R$ 2.116,79",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,limpeza de vidros,138298,COMPRAS,Resolvido,"R$ 9.600,00",SIM,SIM,
QI VALQUEIRE,UNIDADE,Estante Aço P 125kg Cinza	5,139252,COMPRAS,Resolvido,"R$ 1.725,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,Radio de comunicação	12,138545,COMPRAS,Resolvido,"R$ 1.668,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,insufilm janelas,138170,COMPRAS,Resolvido,"R$ 12.000,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,insufilm janelas,138167,COMPRAS,Cancelado,,,,
QI VALQUEIRE,UNIDADE,Lavadora de Alta Pressão K3	2,137191,COMPRAS,Resolvido,"R$ 907,63",SIM,SIM,
QI VALQUEIRE,UNIDADE,Geladeira Consul Frost Free 342 - 110V,137194,COMPRAS,Resolvido,"R$ 3.044,36",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Solicitação de Vidraceiro para avaliar o que pode ser feito pra resolver problema das portas,140176,COMPRAS,Em Andamento,,,,
SARAH DAWSEY TIJUCA,ARQUITETURA,INSTALAÇÃO DE GRADIL,140987,COMPRAS,Resolvido,"R$ 1.170,00",SIM,SIM,
GLOBAL TREE ABM,UNIDADE,"Fechamento com drywall, com rodapé r não precisa de porta. Apenas abertura de um vão. conforme a diretora Juliana conversou com a Carol arquiteta",141077,COMPRAS,Cancelado,,,,
EXPANSÃO MATRIZ BANGU,UNIDADE,Gaveteiro,137733,COMPRAS,Resolvido,"R$ 799,00",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,Instalação de um telhado com calha em um trecho da entrada das crianças,137718,COMPRAS,Resolvido,"R$ 12.480,00",SIM,SIM,
RAIZ SEDE,MANUTENÇÃO,Lavadora de alta pressão de uso doméstico 127v,141270,COMPRAS,Resolvido,"R$ 348,58",SIM,SIM,
CUBO ABM,UNIDADE,Quadro cortiça,141497,COMPRAS,Resolvido,"R$ 651,00",SIM,SIM,
MATRIZ RETIRO,UNIDADE,Armário vestiário 12 portas,141953,COMPRAS,Resolvido,"R$ 1.199,00",SIM,SIM,
UNIFICADO ZONA SUL,UNIDADE,"detector de metais	3
Microfone sem fio	1",139014,COMPRAS,Resolvido,"R$ 397,89",SIM,SIM,
LEO GAMA,TI,"Chromebook 4 Samsung, Intel Celeron, Tela 11.6"", 32 GB, 4GB, UHD Graphics 600, Prata	25",140092,COMPRAS,Resolvido,"R$ 75.270,00",SIM,SIM,
QI VALQUEIRE,UNIDADE,Estufa Marmiteira Elétrica Seco 128 Marmitas	2,136391,COMPRAS,Resolvido,"R$ 8.910,00",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,Brinquedos pedagógicos,142623,COMPRAS,Resolvido,"R$ 5.500,00",SIM,SIM,
AMERICANO,MANUTENÇÃO,"disjuntores...3x40 DIN ....3KA	3
disjuntores...3x50 DIN....3KA	4
disjuntores...3x25 DIN....3KA	1
disjuntores...2x16 DIN....3KA	3
disjuntores...2x20 DIN....3KA	1
disjuntores...1x25 DIN....3KA	1
disjuntores...1x32 DIN....3KA	1
disjuntores...1x20 DIN....3KA	2
disjuntores...2x70 DIN....3KA	1
disjuntores...3x25 DIN....3KA	1
.Barramento trifásico espinha de peixe com 28 polos mais Geral com protecão	1",142509,COMPRAS,Resolvido,"R$ 795,66",SIM,SIM,
EXPANSÃO MATRIZ BANGU,MANUTENÇÃO,Precisa coloca concertina com urgência na frete da escola por causa de roubo,142717,COMPRAS,Cancelado,,,,
LEO ALFA,MANUTENÇÃO,trocar o quadro elétrico e instalar um pressurizador para as bombas d´'água do prédio B.,Tocado direto pelo Bruno,MANUTENÇÃO,Resolvido,"R$ 8.442,00",SIM,SIM,
GLOBAL TREE ABM,ARQUITETURA,"Execução de fechamento parcial do corredor em drywall, conforme posição indicada em projeto, com criação de parede divisória contendo vão de passagem.",143502,COMPRAS,Cancelado,,,,
SARAH DAWSEY JF,UNIDADE,footmesa personalizada,143029,COMPRAS,Resolvido,"R$ 5.030,40",SIM,SIM,
QI VALQUEIRE,UNIDADE,Conjunto para Jardim Mesa com 2 Bancos 6 Lugares	14,143906,COMPRAS,Resolvido,"R$ 9.309,34",SIM,SIM,
LEO BETA,MANUTENÇÃO,Solicitando a compra de material de elétrica e hidráulica para puxar pontos de água e energia para a instalação de 4 novos joapes que a unidade comprou. 2 deles ficarão na quadra e 2 deles na área de circulação próximo a cantina. ,143750,COMPRAS,Cancelado,,,,
LEO ALFA,MANUTENÇÃO,"Material para o conserto das grelhas que ficam no pátio do Alfa, as mesmas estão quebradas e toda vez que um carro passa por cima, solta a grelha solta e fica perigoso.",142612,COMPRAS,Resolvido,"R$ 873,43",SIM,SIM,
QI VALQUEIRE,UNIDADE,Gaveteiro 4 ou 5 gavetas	5,143899,COMPRAS,Resolvido,"R$ 2.495,00",SIM,SIM,
INTEGRA,UNIDADE,Geladeira Duplex,144282,COMPRAS,Resolvido,"R$ 2.726,09",SIM,SIM,
RAIZ SEDE,COMPRAS,Smartphone Motorola Moto E13	30,144448,COMPRAS,Em Andamento,,,,
QI VALQUEIRE,UNIDADE,Armário alto com prateleiras	3,144286,COMPRAS,Resolvido,"R$ 2.175,00",SIM,SIM,
QI METROPOLITANO,MANUTENÇÃO,Pintura e tratamento da Quadra Poliesportiva para unidade LOPES DA CRUZ,145083,COMPRAS,Em Andamento,,,,
SARAH DAWSEY TIJUCA,ARQUITETURA,Mesa de ping pong,145450,COMPRAS,Resolvido,"R$ 1.350,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,fechadura Eletronica	8,140688,COMPRAS,Resolvido,"R$ 6.888,00",SIM,SIM,
CUBO ABM,UNIDADE,quadro de cortiça	2,146066,COMPRAS,Resolvido,"R$ 1.302,00",SIM,SIM,
INTEGRA,UNIDADE,Persiana para Auditório,145925,COMPRAS,Em Andamento,,,,
QI VALQUEIRE,UNIDADE,"Mesa de Inox - mínimo: Prof 0,60 cm e largura 1,00 cm - suporta 200 kg	2",147006,COMPRAS,Resolvido,"R$ 1.525,24",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,pedidos de materiais da equipe de Vôlei do after school,147278,COMPRAS,Resolvido,"R$ 3.319,20",SIM,SIM,
SARAH DAWSEY TIJUCA,UNIDADE,Mesa De Tênis De Mesa Klopf 1009,147876,COMPRAS,Cancelado,,,,
CUBO/GLOBAL TREE GOLF,COMPRAS,Porta de entrada da nova unidade Adesivo Modelo: Jateado 1.22x0.50 3.58x0.50 4.55x0.50 1.10x0.50 5.12x0.50 15.570 x 0.500,148034,COMPRAS,Resolvido,"R$ 1.600,00",SIM,SIM,
UNIFICADO ZONA SUL,UNIDADE,Podocarpus,148417,COMPRAS,Resolvido,"R$ 3.430,00",SIM,SIM,
INTEGRA,UNIDADE,Tela de proteção para escada externa de 3 andares,148414,COMPRAS,Cancelado,,,,
CUBO/GLOBAL TREE GOLF,UNIDADE,Mobiliário,148834,COMPRAS,Resolvido,"R$ 47.890,00",SIM,SIM,
SARAH DAWSEY JF,UNIDADE,"gangorra dupla Kaska        2
Barra de equilibrio em Z - 3 etapas - Kaska        1",148829,COMPRAS,Resolvido,"R$ 18.900,00",SIM,SIM,
MATRIZ RETIRO,ARQUITETURA,MESA PARA PROFESSOR PADRÃO	4,148878,COMPRAS,Cancelado,,,,
SAP,ARQUITETURA,logo vazada para balcão da entrada,148793,COMPRAS,Resolvido,"R$ 2.300,00",SIM,SIM,
EXPANSÃO MATRIZ BANGU,ARQUITETURA,"banner para portão grande - 5x2,56	1
banner para portão pequeno - 1x2,56	1",148790,COMPRAS,Resolvido,"R$ 1.552,00",SIM,SIM,
UNIFICADO ZONA SUL,UNIDADE,4 bancos,148750,COMPRAS,Resolvido,"R$ 1.693,60",SIM,SIM,
MATRIZ RETIRO,MANUTENÇÃO,Precisa ser feito um portão e coloca para saída dos alunos n parquinho a pedido da diretora,149033,COMPRAS,Cancelado,,,,
CUBO ABM,UNIDADE,"armário de madeira 4 prateleiras	2
armário de ferro de 20 portas	2",145613,COMPRAS,Em Andamento,,,,
CUBO/GLOBAL TREE GOLF,UNIDADE,Insufime na janela da sala de coordenação,140693,COMPRAS,Resolvido,"R$ 216,00",SIM,SIM,
MATRIZ CAXIAS,TI,"Projetor de Imagem BenQ MX560C, Branco	3",151478,COMPRAS,Em Andamento,,,,
MATRIZ RETIRO,UNIDADE,Mural de Cortiça para as Novas Salas de Aulas	4,149842,COMPRAS,Resolvido,"R$ 3.020,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Película Insulfilm PS2000 Antivandalismo de Segurança / Película De Segurança Ante-estilhaço Para Vidro	11 blindex,149861,COMPRAS,Resolvido,"R$ 7.000,00",SIM,SIM,
LEO ALFA,TI,hinkCentre neo 50s Intel Core i3-14100 16GB 256GB SSD sem sistema operacional.,150035,COMPRAS,Em Andamento,,,,
AMERICANO,MANUTENÇÃO,Precisam ser compradas 40 estantes para montar arquivo dos documentos que eram do antigo Americano. Esse arquivo ficará na Dom Feliciano. Os documentos já foram transportados para lá e hoje se encontram no chão. ,150665,COMPRAS,Resolvido,"R$ 15.560,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,Revisteiros,151148,COMPRAS,Resolvido,"R$ 967,10",SIM,SIM,
CUBO ABM,TI,"Projetor de Imagem BenQ MX560C, Branco	2",151474,COMPRAS,Em Andamento,,,,
GLOBAL TREE ABM,TI,"Notebook i5, SSD 240gb, 16gb RAM (HP, Dell, Lenovo, Asus)",151477,COMPRAS,Em Andamento,,,,
MATRIZ ROCHA MIRANDA,TI,"Chromebook 4 11,6""	1
Projetor de Imagem BenQ MX560C, Branco	3",151479,COMPRAS,Em Andamento,,,,
MATRIZ ROCHA MIRANDA,TI,"Notebook i5, SSD 240gb, 16gb RAM (HP, Dell, Lenovo, Asus)	3
Mouse sem fio logitech M170	3",151496,COMPRAS,Em Andamento,,,,
MATRIZ MADUREIRA,UNIDADE,"Gaveteiros Brancos (4 gavetas)	3
Escaninho	2",125358,COMPRAS,Resolvido,"R$ 5.897,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,"Armário de aço	8 (são 2 armários para cada turma: 2ano, 3ano, 4ano, 5ano) medidas 1,960,930,36m Cinza",136177,COMPRAS,Resolvido,"R$ 7.192,00",SIM,SIM,
MATRIZ ROCHA MIRANDA,MANUTENÇÃO,Ar condicionado Carrier piso teto 57.000BTUs - 220V,98126,COMPRAS,Resolvido,"R$ 10.710,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,instalação de telas milimétricas nas janelas das salas de atividades.,E-mail do Bruno,MANUTENÇÃO,Resolvido,"R$ 3.000,00",SIM,SIM,
APOGEU CIDADE ALTA,MANUTENÇÃO,Tinta emborrachada - telhado,141482,COMPRAS,Resolvido,"R$ 5.364,00",SIM,SIM,
CUBO ASSUNÇÃO,ARQUITETURA,Bebedouro Industrial 50 Litros Coluna Blue - 2 Torneiras,151852,COMPRAS,Cancelado,,,,
LEO ALFA,TI,"Chromebook 4 11,6""	5",151500,COMPRAS,Em Andamento,,,,
GLOBAL TREE BOTAFOGO + CUBO,ARQUITETURA,"kit com 4 Quadros Infantis Selva Aquarela - Cola e Decora	1
Kit Quadro Infantil Chuva Arco-íris Sol - Cola e Decora	1",152611,COMPRAS,Cancelado,,,,
MATRIZ SÃO JOÃO DE MERITI,MANUTENÇÃO,Soleira de granito quebrou no banheiro masculino no térrio é precisa coloca outra no lugar urgênte,152366,COMPRAS,Resolvido,"R$ 580,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,ARQUITETURA,"Conjunto para Jardim Mesa, Cadeira e Ombrelone 6 Lugares Aço Marrom Capitólio Belice	4
Poltrona berta - laranja - tramontina	5
Poltrona berta - concreto - tramontina	5
Mesa cona laranja caqui - tramontina	2
banco esfera moblo - laranja	5
banco esfera moblo - roxo	5",148745,COMPRAS,Resolvido,"R$ 22.595,46",SIM,SIM,
SÁ PEREIRA CAPISTRANO,UNIDADE,"Túnel Pikler - https://www.acasadacrianca.com.br/tunel-pikler-a-casa-da-crianca-	1
Gangorra Pikler - https://www.acasadacrianca.com.br/gangorra-infantil-pikler-azul-a-casa-da-crianca-	1
Escorregador Pikler - https://www.acasadacrianca.com.br/escorregador-a-casa-da-crianca-	1
Conjunto de mesa e cadeira - https://www.acasadacrianca.com.br/conjunto-de-mesa-infantil-40-cm-de-altura-e-4-cadeiras-baby	1
Cabaninha para berçário - https://www.acasadacrianca.com.br/cabana-waldorf-a-casa-da-crianca	1
Estante para berçário - https://www.acasadacrianca.com.br/estante-com-6-nichos-a-casa-da-crianca-	1
cabulete - https://www.majocacolore.com.br/instrumento-musical-em-madeira-cabulete-infantil/	1
circuito bolinha - https://www.majocacolore.com.br/meu-primeiro-circuito-de-bolas-janod/	1",148302,COMPRAS,Resolvido,"R$ 6.932,23",SIM,SIM,
CUBO ASSUNÇÃO,UNIDADE,ESTANTES	2 (Medida da estante 99 ×200),127293,COMPRAS,Resolvido,"R$ 5.216,00",SIM,SIM,
SÁ PEREIRA MATRIZ,UNIDADE,Geladeira e microondas,137005,COMPRAS,Resolvido,"R$ 5.502,77",SIM,SIM,
MATRIZ RETIRO,UNIDADE,Estante prateleira aço 6 bandejas	2 estantes,151121,COMPRAS,Resolvido,"R$ 642,00",SIM,SIM,
LEO GAMA,MANUTENÇÃO,Vidraceiro - Porta de vidro,91208,COMPRAS,Resolvido,"R$ 1.811,00",SIM,SIM,
MATRIZ CAXIAS,UNIDADE,"Mesa de totó	1
Cadeira de Escritório (preta c/ rodinhas)	5
Gaveteiros Brancos	3",125230,COMPRAS,Resolvido,"R$ 5.015,46",SIM,SIM,
QI METROPOLITANO,TI,"Computador De Mesa Lenovo Thinkcentre Neo 50s Gen 4 1 Com Processador Intel Core I3, ssd 240gb, 8GB RAM (Firewall pfsense)",110422,COMPRAS,Resolvido,"R$ 2.816,33",SIM,SIM,
LEO GAMA,MANUTENÇÃO,"Substituição da grama sintética do parquinho da educação infantil
medidas aproximadas praça grande 14x20
Praça pequena 6x6",125734,COMPRAS,Resolvido,"R$ 16.000,00",SIM,SIM,
SARAH DAWSEY TIJUCA,MANUTENÇÃO,"torneira	4
acionador para caixa acoplada pne	4
proteror de tomadas	50
protetor de quina	40
Maçaneta Material: Inox Marca: Papaiz Modelo: Inoxvita MI 600 Office Acabamento: Cromo Acetinado	4",154625,COMPRAS,Resolvido,"R$ 1.228,32",SIM,SIM,
CUBO ABM,UNIDADE,Quadro para colocar na sala de aula,132816,COMPRAS,Resolvido,"R$ 950,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,"mural de 1,30m x 0,80m (130x80cm)	1
mural de 1,50m x 1,00m (150x100cm)	2
mural de 2,00m x 1,20m (200x120cm)	3
mural de 1,20m x 0,80m (130x80cm)	1",143510,COMPRAS,Resolvido,"R$ 3.447,00",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,comunicação visual,163312,COMPRAS,Em Andamento,,,,
CUBO/GLOBAL TREE GOLF,MANUTENÇÃO,INSTALAÇÃO DE CERCA GRADIL ELETROSOLDADO,161617,COMPRAS,Em Andamento,,,,
SARAH DAWSEY TIJUCA,UNIDADE,Estufa,165511,COMPRAS,Em Andamento,,,,
CUBO ASSUNÇÃO,ARQUITETURA,"BANNER CUBO	2
WIND BANNER (BANNER QUE FICA EM PÉ NA CALÇADA)	2",91908,COMPRAS,Resolvido,"R$ 5.180,00",SIM,SIM,
RAIZ SEDE,TI,Notebook,128374,COMPRAS,Resolvido,"R$ 7.299,00",SIM,SIM,
SAP,TI,Notebook	3,128379,COMPRAS,Resolvido,"R$ 8.404,65",SIM,SIM,
LEO GAMA,ARQUITETURA,"Execução de reforma em sala de aula do
Infantil para ampliação da mesma.",129039,COMPRAS,Resolvido,"R$ 6.500,00",SIM,SIM,
UNIFICADO ZONA SUL,ARQUITETURA,"Pintura de piso e nova área da cantina,
instalações elétricas da cantina.",148115,COMPRAS,Resolvido,"R$ 8.748,47",SIM,SIM,
EXPANSÃO MATRIZ BANGU,MANUTENÇÃO,rede de proteção para Seduc - 2 andar,168760,COMPRAS,Em Andamento,,,,
CUBO/GLOBAL TREE GOLF,UNIDADE,Escaninho 12 vãos - na cor branca	10,140820,COMPRAS,Resolvido,"R$ 2.703,00",SIM,SIM,
